 -0.885000000000000     
  1.608232-141  1.864895-146  7.680513-146  1.304802-145  2.702765-145  4.624874-145  5.481873-145  7.412591-145
  1.162509E-56  8.116452E-57  5.629439E-57  3.917343E-57  2.778666E-57  2.002730E-57  1.443389E-57  1.034522E-57
  7.565600E-58  5.550962E-58  4.174830E-58  3.056652E-58  2.288708E-58  1.709761E-58  1.316449E-58  9.930115E-59
  7.729840E-59  5.939126E-59  4.661489E-59  3.540059E-59  2.806557E-59  2.208012E-59  1.746767E-59  1.395907E-59
  1.090167E-59  9.078602E-60  7.142295E-60  5.793576E-60  4.772466E-60  3.929430E-60  3.181537E-60  2.642528E-60
  2.209227E-60  1.847254E-60  1.545665E-60  1.290230E-60  1.101367E-60  9.319852E-61  7.856421E-61  6.730190E-61
  5.849450E-61  5.047646E-61  4.369518E-61  3.821066E-61  3.316740E-61  2.958058E-61  2.570542E-61  2.284126E-61
  2.046409E-61  1.840791E-61  1.646235E-61  1.477527E-61  1.368862E-61  1.234042E-61  1.135968E-61  1.038582E-61
  9.652368E-62  9.005203E-62  8.289042E-62  7.731711E-62  7.307098E-62  6.791028E-62  6.401606E-62  5.909991E-62
  5.610160E-62  5.230267E-62  4.896039E-62  4.534090E-62  4.196404E-62  3.904636E-62  3.563106E-62  3.263351E-62
  2.995865E-62  2.718194E-62  2.476942E-62  2.194906E-62  1.963751E-62  1.741128E-62  1.509362E-62  1.307144E-62
  1.129210E-62  9.660403E-63  8.071664E-63  6.808238E-63  5.595401E-63  4.697389E-63  3.813695E-63  3.155421E-63
  2.589307E-63  2.111734E-63  1.740507E-63  1.400317E-63  1.151060E-63  9.441969E-64  7.746562E-64  6.241509E-64
  5.154408E-64  4.255341E-64  3.511248E-64  2.872665E-64  2.387118E-64  1.973958E-64  1.634917E-64  1.360105E-64
  1.131217E-64  9.520697E-65  7.936752E-65  6.753403E-65  5.719539E-65  4.793451E-65  4.195165E-65  3.704859E-65
  3.002963E-65  2.827774E-65  2.370530E-65  1.928719E-65  1.733454E-65  1.494853E-65  1.277369E-65  1.156030E-65
  9.715972E-66  8.976572E-66  8.010043E-66  7.342528E-66  6.962421E-66  6.173329E-66  5.806831E-66  5.591128E-66
  4.808732E-66  4.773318E-66  4.591360E-66  4.229711E-66  3.942311E-66  3.921666E-66  4.766072E-66  5.119246E-66
  3.455532E-66  4.353889E-66  4.176409E-66  3.663020E-66  3.501566E-66  3.793421E-66  4.214660E-66  4.339724E-66
  3.627521E-66  4.485888E-66  4.301706E-66  3.560111E-66  3.501264E-66  3.662296E-66  3.702682E-66  3.721734E-66
  3.172423E-66  3.773703E-66  3.687210E-66  3.499720E-66  3.354342E-66  3.467080E-66  3.647272E-66  3.995126E-66
  3.728399E-66  4.034976E-66  4.029729E-66  4.271407E-66  4.111556E-66  4.081771E-66  4.300612E-66  4.572869E-66
  4.558912E-66  4.893851E-66  4.961943E-66  5.275207E-66  5.625699E-66  6.319676E-66  6.863316E-66  6.981540E-66
  0.229999999999998     
  1.432167E-33  1.326221E-34  3.955293E-34  4.494922E-34  7.696170E-34  8.084505E-34  6.320854E-34  5.322230E-34
  4.145229E-34  3.488328E-34  2.560976E-34  2.106058E-34  2.097106E-34  2.155547E-34  2.193404E-34  1.897723E-34
  1.838547E-34  1.723926E-34  1.396358E-34  1.036058E-34  8.182705E-35  6.266029E-35  4.031646E-35  2.719584E-35
  1.706335E-35  1.091088E-35  6.391523E-36  3.335288E-36  1.795860E-36  8.639646E-37  4.385944E-37  2.018627E-37
  8.882101E-38  3.872087E-38  1.605570E-38  5.919206E-39  2.305650E-39  8.003105E-40  2.745089E-40  8.725641E-41
  2.762692E-41  7.987956E-42  2.120410E-42  5.550698E-43  1.305240E-43  3.088499E-44  6.409847E-45  1.400499E-45
  2.785095E-46  5.451058E-47  1.078069E-47  2.392937E-48  6.344154E-49  1.803341E-49  5.992334E-50  2.232141E-50
  9.112925E-51  3.997613E-51  1.789194E-51  8.606055E-52  4.317047E-52  2.161560E-52  1.144437E-52  6.096149E-53
  3.461871E-53  1.960719E-53  1.086339E-53  6.509922E-54  3.800546E-54  2.351887E-54  1.419055E-54  8.891334E-55
  5.721008E-55  3.592273E-55  2.364501E-55  1.502513E-55  1.005005E-55  6.740362E-56  4.446952E-56  3.033904E-56
  2.103575E-56  1.472767E-56  1.022657E-56  7.134076E-57  5.040981E-57  3.644103E-57  2.638362E-57  1.900495E-57
  1.389530E-57  1.024253E-57  7.664916E-58  5.567075E-58  4.185468E-58  3.151302E-58  2.416835E-58  1.826153E-58
  1.415710E-58  1.100452E-58  8.617312E-59  6.573485E-59  5.177861E-59  4.103609E-59  3.240103E-59  2.592889E-59
  2.020071E-59  1.680013E-59  1.333838E-59  1.081967E-59  8.875166E-60  7.294671E-60  5.953507E-60  4.899793E-60
  4.097648E-60  3.437423E-60  2.885973E-60  2.400142E-60  2.058164E-60  1.734734E-60  1.463070E-60  1.251530E-60
  1.092665E-60  9.407647E-61  8.155441E-61  7.157786E-61  6.198887E-61  5.564982E-61  4.831089E-61  4.306946E-61
  3.873730E-61  3.492930E-61  3.122821E-61  2.792625E-61  2.570257E-61  2.321708E-61  2.140573E-61  1.945282E-61
  1.820652E-61  1.702121E-61  1.560634E-61  1.459873E-61  1.369115E-61  1.281284E-61  1.209149E-61  1.117763E-61
  1.054719E-61  9.893794E-62  9.230816E-62  8.538801E-62  7.932180E-62  7.340304E-62  6.750759E-62  6.119006E-62
  5.616878E-62  5.094669E-62  4.646675E-62  4.114025E-62  3.697732E-62  3.250534E-62  2.822749E-62  2.442315E-62
  2.101650E-62  1.794486E-62  1.494766E-62  1.262954E-62  1.046743E-62  8.768488E-63  7.114861E-63  5.931279E-63
  4.818667E-63  3.936031E-63  3.239705E-63  2.619473E-63  2.141613E-63  1.757026E-63  1.439644E-63  1.166262E-63
  9.660516E-64  7.950539E-64  6.566160E-64  5.405891E-64  4.483822E-64  3.704516E-64  3.060363E-64  2.555956E-64
  2.124267E-64  1.798526E-64  1.500910E-64  1.275721E-64  1.081707E-64  9.135366E-65  8.044182E-65  7.229218E-65
  5.839709E-65  5.576575E-65  4.697882E-65  3.792229E-65  3.457526E-65  2.985706E-65  2.558412E-65  2.352288E-65
  1.984142E-65  1.853070E-65  1.661288E-65  1.534711E-65  1.460745E-65  1.306325E-65  1.253647E-65  1.210266E-65
  1.084883E-65  1.041012E-65  1.024172E-65  9.350862E-66  8.899757E-66  8.859551E-66  1.087677E-65  1.189341E-65
  8.015783E-66  9.957015E-66  9.661897E-66  8.425677E-66  8.136007E-66  8.742506E-66  9.829413E-66  1.023332E-65
  9.498573E-66  1.052546E-65  1.007463E-65  8.355016E-66  8.075680E-66  8.525221E-66  8.678063E-66  8.890787E-66
  7.345169E-66  8.876581E-66  8.766866E-66  8.240656E-66  7.999705E-66  8.185383E-66  8.708205E-66  9.372693E-66
  1.002148E-65  9.587832E-66  9.568499E-66  9.965595E-66  9.529917E-66  9.640806E-66  1.032094E-65  1.084116E-65
  1.077728E-65  1.157381E-65  1.176963E-65  1.234261E-65  1.363492E-65  1.505456E-65  1.584370E-65  1.665839E-65
  0.239999999999998     
  3.354821E-33  3.166082E-34  9.482827E-34  1.068040E-33  1.819043E-33  1.902846E-33  1.476630E-33  1.238482E-33
  9.608319E-34  8.079576E-34  5.965336E-34  4.937828E-34  4.932952E-34  5.081971E-34  5.156671E-34  4.440407E-34
  4.269153E-34  3.979591E-34  3.198491E-34  2.351837E-34  1.841295E-34  1.395922E-34  8.878607E-35  5.929407E-35
  3.671843E-35  2.318522E-35  1.337547E-35  6.886939E-36  3.649675E-36  1.728807E-36  8.625532E-37  3.898613E-37
  1.685533E-37  7.206283E-38  2.929460E-38  1.057088E-38  4.025918E-39  1.365866E-39  4.574743E-40  1.417088E-40
  4.366518E-41  1.228516E-41  3.162895E-42  8.014717E-43  1.826086E-43  4.176108E-44  8.399619E-45  1.785807E-45
  3.475396E-46  6.758352E-47  1.360482E-47  3.130700E-48  8.749904E-49  2.593784E-49  9.003271E-50  3.464309E-50
  1.453180E-50  6.507185E-51  2.946069E-51  1.431472E-51  7.206349E-52  3.662356E-52  1.948782E-52  1.050096E-52
  5.939824E-53  3.391001E-53  1.890240E-53  1.142658E-53  6.670053E-54  4.116026E-54  2.524611E-54  1.573341E-54
  1.020213E-54  6.401867E-55  4.235675E-55  2.707856E-55  1.800290E-55  1.212225E-55  8.041566E-56  5.488346E-56
  3.804322E-56  2.679482E-56  1.847620E-56  1.291203E-56  9.108459E-57  6.646004E-57  4.781417E-57  3.453615E-57
  2.524844E-57  1.862710E-57  1.398733E-57  1.019524E-57  7.675704E-58  5.790760E-58  4.419874E-58  3.372654E-58
  2.617608E-58  2.030666E-58  1.592304E-58  1.215422E-58  9.618829E-59  7.631855E-59  5.987620E-59  4.792801E-59
  3.770561E-59  3.128368E-59  2.466244E-59  2.005747E-59  1.639489E-59  1.353909E-59  1.106437E-59  9.045225E-60
  7.644136E-60  6.338267E-60  5.359000E-60  4.437104E-60  3.788594E-60  3.205565E-60  2.716748E-60  2.330653E-60
  2.031542E-60  1.752813E-60  1.521549E-60  1.331705E-60  1.159302E-60  1.032344E-60  9.044927E-61  8.010940E-61
  7.183520E-61  6.454170E-61  5.762790E-61  5.167797E-61  4.794194E-61  4.338544E-61  3.993801E-61  3.652337E-61
  3.396765E-61  3.172972E-61  2.918447E-61  2.724600E-61  2.576856E-61  2.397489E-61  2.262323E-61  2.092405E-61
  1.982031E-61  1.852888E-61  1.731651E-61  1.607959E-61  1.485873E-61  1.382456E-61  1.262540E-61  1.155182E-61
  1.059239E-61  9.620536E-62  8.739654E-62  7.743077E-62  6.917173E-62  6.127080E-62  5.303537E-62  4.582572E-62
  3.954025E-62  3.377097E-62  2.817562E-62  2.371603E-62  1.946580E-62  1.630850E-62  1.323136E-62  1.093984E-62
  8.962190E-63  7.307838E-63  6.022675E-63  4.843204E-63  3.981785E-63  3.267617E-63  2.682323E-63  2.164307E-63
  1.786984E-63  1.476848E-63  1.220855E-63  9.990640E-64  8.327555E-64  6.903284E-64  5.728985E-64  4.773016E-64
  3.982991E-64  3.369610E-64  2.824241E-64  2.428203E-64  2.062398E-64  1.737597E-64  1.556308E-64  1.413686E-64
  1.106903E-64  1.117053E-64  9.312041E-65  7.481227E-65  6.886503E-65  6.040569E-65  5.143695E-65  4.807123E-65
  4.008717E-65  3.811947E-65  3.434240E-65  3.216780E-65  3.083302E-65  2.777396E-65  2.685377E-65  2.635844E-65
  2.171705E-65  2.294805E-65  2.216974E-65  2.061124E-65  1.977703E-65  1.984086E-65  2.462184E-65  2.691304E-65
  1.789662E-65  2.304380E-65  2.195353E-65  1.936178E-65  1.888640E-65  2.020316E-65  2.261398E-65  2.351765E-65
  1.818671E-65  2.454478E-65  2.344983E-65  1.948637E-65  1.880737E-65  1.984808E-65  2.027064E-65  2.061252E-65
  1.754014E-65  2.074181E-65  2.019486E-65  1.916810E-65  1.810614E-65  1.878907E-65  1.972715E-65  2.184643E-65
  1.918513E-65  2.172435E-65  2.201909E-65  2.343149E-65  2.189288E-65  2.229275E-65  2.353488E-65  2.511378E-65
  2.461038E-65  2.687414E-65  2.630087E-65  2.833448E-65  3.091135E-65  3.491131E-65  3.682424E-65  3.899676E-65
  0.249999999999998     
  7.804660E-33  7.506232E-34  2.257565E-33  2.520174E-33  4.269444E-33  4.447062E-33  3.425167E-33  2.861577E-33
  2.211783E-33  1.859111E-33  1.380786E-33  1.150390E-33  1.152668E-33  1.189622E-33  1.203369E-33  1.031148E-33
  9.837109E-34  9.115004E-34  7.268361E-34  5.295934E-34  4.109741E-34  3.084078E-34  1.938945E-34  1.281778E-34
  7.833435E-35  4.883846E-35  2.774230E-35  1.409258E-35  7.349200E-36  3.427152E-36  1.680173E-36  7.456117E-37
  3.166840E-37  1.327528E-37  5.288937E-38  1.867530E-38  6.951293E-39  2.304438E-39  7.533025E-40  2.273182E-40
  6.814049E-41  1.864393E-41  4.652530E-42  1.140759E-42  2.517360E-43  5.565084E-44  1.085720E-44  2.252481E-45
  4.308715E-46  8.398499E-47  1.736791E-47  4.163072E-48  1.225234E-48  3.799759E-49  1.368539E-49  5.417854E-50
  2.324310E-50  1.060761E-50  4.839595E-51  2.363156E-51  1.202351E-51  6.204144E-52  3.337795E-52  1.799783E-52
  1.023242E-52  5.878342E-53  3.307148E-53  2.014946E-53  1.170224E-53  7.242543E-54  4.494220E-54  2.780053E-54
  1.814281E-54  1.140618E-54  7.598351E-55  4.880688E-55  3.245251E-55  2.179768E-55  1.461808E-55  9.915354E-56
  6.859968E-56  4.832092E-56  3.328540E-56  2.328168E-56  1.652338E-56  1.209483E-56  8.672298E-57  6.243107E-57
  4.573457E-57  3.367224E-57  2.544506E-57  1.874428E-57  1.407013E-57  1.056042E-57  8.106206E-58  6.172705E-58
  4.821580E-58  3.705925E-58  2.916157E-58  2.219758E-58  1.767129E-58  1.392993E-58  1.101158E-58  8.793977E-59
  6.912530E-59  5.755746E-59  4.529973E-59  3.679575E-59  3.026472E-59  2.506967E-59  2.029531E-59  1.688629E-59
  1.413745E-59  1.182544E-59  9.909915E-60  8.284260E-60  7.091038E-60  6.003083E-60  5.061330E-60  4.342579E-60
  3.782898E-60  3.263997E-60  2.831168E-60  2.482252E-60  2.152148E-60  1.930112E-60  1.671650E-60  1.492213E-60
  1.340189E-60  1.210198E-60  1.082909E-60  9.710538E-61  8.976596E-61  8.086933E-61  7.457474E-61  6.789899E-61
  6.348042E-61  5.937374E-61  5.451022E-61  5.100177E-61  4.791305E-61  4.476485E-61  4.224430E-61  3.904915E-61
  3.698324E-61  3.461378E-61  3.235369E-61  2.985291E-61  2.779060E-61  2.574684E-61  2.364228E-61  2.143749E-61
  1.968254E-61  1.780006E-61  1.624230E-61  1.436202E-61  1.289531E-61  1.131867E-61  9.804811E-62  8.476417E-62
  7.275129E-62  6.202380E-62  5.157898E-62  4.352718E-62  3.603052E-62  3.014574E-62  2.443368E-62  2.034839E-62
  1.652991E-62  1.349075E-62  1.110852E-62  8.983691E-63  7.340752E-63  6.031728E-63  4.941440E-63  4.006635E-63
  3.321838E-63  2.736914E-63  2.262667E-63  1.866988E-63  1.550994E-63  1.284788E-63  1.063422E-63  8.904287E-64
  7.415355E-64  6.334063E-64  5.292678E-64  4.551888E-64  3.900595E-64  3.301788E-64  3.014087E-64  2.775131E-64
  2.222946E-64  2.212594E-64  1.855961E-64  1.480859E-64  1.382879E-64  1.206549E-64  1.036104E-64  9.761212E-65
  8.181752E-65  7.865381E-65  7.160105E-65  6.817254E-65  6.552774E-65  5.950293E-65  5.812295E-65  5.768211E-65
  4.803265E-65  5.047292E-65  4.992203E-65  4.636189E-65  4.539294E-65  4.489561E-65  5.641855E-65  6.261954E-65
  4.155631E-65  5.316135E-65  5.073982E-65  4.451014E-65  4.263742E-65  4.618789E-65  5.223852E-65  5.460213E-65
  4.286958E-65  5.693304E-65  5.526299E-65  4.494898E-65  4.375557E-65  4.578698E-65  4.730801E-65  4.729734E-65
  3.938436E-65  4.778255E-65  4.672024E-65  4.419821E-65  4.181813E-65  4.353438E-65  4.568515E-65  5.014620E-65
  4.519860E-65  5.143043E-65  5.086827E-65  5.346477E-65  5.143289E-65  5.254832E-65  5.481440E-65  5.831185E-65
  5.741523E-65  6.208328E-65  6.236283E-65  6.666003E-65  7.212736E-65  8.146144E-65  8.657370E-65  9.142077E-65
  0.259999999999998     
  1.803418E-32  1.767522E-33  5.337441E-33  5.906113E-33  9.952025E-33  1.032078E-32  7.889632E-33  6.565896E-33
  5.056945E-33  4.250347E-33  3.176333E-33  2.663372E-33  2.675733E-33  2.765174E-33  2.787706E-33  2.376683E-33
  2.249570E-33  2.071672E-33  1.638773E-33  1.183148E-33  9.099513E-34  6.758245E-34  4.199463E-34  2.747614E-34
  1.656982E-34  1.019908E-34  5.703689E-35  2.858088E-35  1.466491E-35  6.731399E-36  3.242020E-36  1.412251E-36
  5.891542E-37  2.420960E-37  9.449629E-38  3.264186E-38  1.186954E-38  3.843833E-39  1.225740E-39  3.601967E-40
  1.049965E-40  2.792102E-41  6.749240E-42  1.600733E-42  3.420092E-43  7.312079E-44  1.385497E-44  2.815043E-45
  5.323093E-46  1.050228E-46  2.249162E-47  5.634160E-48  1.738338E-48  5.655475E-49  2.100481E-49  8.520692E-50
  3.720909E-50  1.726378E-50  7.941467E-51  3.887303E-51  2.012973E-51  1.050025E-51  5.729367E-52  3.066685E-52
  1.767782E-52  1.018384E-52  5.777836E-53  3.530615E-53  2.045814E-53  1.279552E-53  7.917145E-54  4.904358E-54
  3.201918E-54  2.024068E-54  1.350698E-54  8.676254E-55  5.821569E-55  3.892008E-55  2.620169E-55  1.775713E-55
  1.230928E-55  8.612328E-56  5.997085E-56  4.200354E-56  2.994286E-56  2.183471E-56  1.574360E-56  1.132506E-56
  8.320898E-57  6.132591E-57  4.618086E-57  3.397351E-57  2.545276E-57  1.915879E-57  1.477460E-57  1.117825E-57
  8.717899E-58  6.738483E-58  5.306164E-58  4.044716E-58  3.207699E-58  2.537883E-58  2.012449E-58  1.609521E-58
  1.258857E-58  1.049929E-58  8.334765E-59  6.769554E-59  5.571656E-59  4.592931E-59  3.747264E-59  3.089037E-59
  2.581854E-59  2.169317E-59  1.822977E-59  1.517660E-59  1.302801E-59  1.098919E-59  9.283587E-60  7.933901E-60
  6.940174E-60  5.980563E-60  5.201946E-60  4.562306E-60  3.968316E-60  3.555751E-60  3.103704E-60  2.757148E-60
  2.480147E-60  2.234423E-60  1.993663E-60  1.785181E-60  1.650060E-60  1.496333E-60  1.378775E-60  1.257490E-60
  1.172461E-60  1.096359E-60  1.008128E-60  9.420028E-61  8.893371E-61  8.295922E-61  7.841687E-61  7.264021E-61
  6.863954E-61  6.438244E-61  6.006274E-61  5.583866E-61  5.158140E-61  4.796025E-61  4.384375E-61  4.005138E-61
  3.667698E-61  3.334656E-61  3.021333E-61  2.675568E-61  2.387870E-61  2.112742E-61  1.826154E-61  1.574504E-61
  1.357178E-61  1.156914E-61  9.639796E-62  8.098639E-62  6.639709E-62  5.551276E-62  4.500785E-62  3.719786E-62
  3.042490E-62  2.480943E-62  2.044665E-62  1.643887E-62  1.352086E-62  1.109344E-62  9.114352E-63  7.371571E-63
  6.085144E-63  5.041084E-63  4.172496E-63  3.422574E-63  2.862845E-63  2.377974E-63  1.974823E-63  1.653992E-63
  1.389322E-63  1.182063E-63  9.988202E-64  8.699733E-64  7.430760E-64  6.320369E-64  5.849066E-64  5.484901E-64
  4.210759E-64  4.437064E-64  3.758663E-64  2.939587E-64  2.791444E-64  2.458484E-64  2.105851E-64  2.033363E-64
  1.689983E-64  1.659469E-64  1.516326E-64  1.448934E-64  1.411302E-64  1.283204E-64  1.272385E-64  1.262327E-64
  1.030918E-64  1.126622E-64  1.100670E-64  1.033653E-64  9.738782E-65  1.000486E-64  1.261619E-64  1.398857E-64
  9.546735E-65  1.209931E-64  1.157307E-64  1.016428E-64  9.745109E-65  1.067332E-64  1.207532E-64  1.249663E-64
  1.009984E-64  1.285234E-64  1.263401E-64  1.033019E-64  9.960850E-65  1.051269E-64  1.076675E-64  1.094171E-64
  9.084972E-65  1.099284E-64  1.078650E-64  1.032806E-64  9.977420E-65  1.016421E-64  1.064963E-64  1.165651E-64
  1.048467E-64  1.170100E-64  1.183369E-64  1.253768E-64  1.181293E-64  1.199375E-64  1.264213E-64  1.351237E-64
  1.315976E-64  1.453531E-64  1.432563E-64  1.537733E-64  1.658754E-64  1.865707E-64  2.038207E-64  2.107939E-64
  0.269999999999998     
  4.139460E-32  4.134270E-33  1.253321E-32  1.374834E-32  2.304165E-32  2.378874E-32  1.804872E-32  1.496259E-32
  1.148517E-32  9.656074E-33  7.262354E-33  6.128137E-33  6.170944E-33  6.382735E-33  6.411409E-33  5.437727E-33
  5.106042E-33  4.672799E-33  3.666394E-33  2.622673E-33  1.998856E-33  1.469042E-33  9.021483E-34  5.841004E-34
  3.475591E-34  2.111817E-34  1.162514E-34  5.745533E-35  2.900144E-35  1.310117E-35  6.197512E-36  2.649436E-36
  1.085402E-36  4.371061E-37  1.670968E-37  5.645132E-38  2.004503E-38  6.339288E-39  1.971002E-39  5.638239E-40
  1.597628E-40  4.126578E-41  9.656233E-42  2.214792E-42  4.580358E-43  9.478432E-44  1.747513E-44  3.492562E-45
  6.575620E-46  1.326228E-46  2.960033E-47  7.764144E-48  2.496520E-48  8.524982E-49  3.249308E-49  1.346315E-49
  5.962320E-50  2.801702E-50  1.305425E-50  6.415148E-51  3.386862E-51  1.774251E-51  9.786890E-52  5.208499E-52
  3.044610E-52  1.755576E-52  1.000408E-52  6.099971E-53  3.556580E-53  2.250048E-53  1.374187E-53  8.618128E-54
  5.608891E-54  3.565688E-54  2.371950E-54  1.520030E-54  1.027740E-54  6.886860E-55  4.609330E-55  3.151307E-55
  2.195696E-55  1.535284E-55  1.078568E-55  7.564800E-56  5.374931E-56  3.909612E-56  2.832433E-56  2.049643E-56
  1.506107E-56  1.116233E-56  8.347518E-57  6.091742E-57  4.590547E-57  3.477188E-57  2.665785E-57  2.028562E-57
  1.574765E-57  1.227652E-57  9.646048E-58  7.386412E-58  5.842462E-58  4.651386E-58  3.663118E-58  2.934368E-58
  2.308927E-58  1.918106E-58  1.517768E-58  1.239601E-58  1.013020E-58  8.376520E-59  6.868412E-59  5.608286E-59
  4.749309E-59  3.946252E-59  3.333888E-59  2.769142E-59  2.364044E-59  2.007476E-59  1.700146E-59  1.463566E-59
  1.276897E-59  1.102219E-59  9.580970E-60  8.406586E-60  7.310550E-60  6.525430E-60  5.702656E-60  5.075228E-60
  4.547320E-60  4.100072E-60  3.666150E-60  3.294003E-60  3.062001E-60  2.761548E-60  2.544857E-60  2.326258E-60
  2.170348E-60  2.030059E-60  1.865605E-60  1.745207E-60  1.645471E-60  1.534137E-60  1.446475E-60  1.337031E-60
  1.270171E-60  1.186730E-60  1.110723E-60  1.024284E-60  9.542053E-61  8.855985E-61  8.117715E-61  7.368128E-61
  6.763885E-61  6.102149E-61  5.565939E-61  4.917737E-61  4.408364E-61  3.865424E-61  3.339761E-61  2.884342E-61
  2.470369E-61  2.102942E-61  1.745596E-61  1.471970E-61  1.216885E-61  1.016895E-61  8.231960E-62  6.849610E-62
  5.566107E-62  4.538538E-62  3.739299E-62  3.024132E-62  2.471524E-62  2.033413E-62  1.666945E-62  1.352739E-62
  1.121736E-62  9.262263E-63  7.669374E-63  6.336807E-63  5.286637E-63  4.399619E-63  3.649702E-63  3.072844E-63
  2.566190E-63  2.211534E-63  1.861264E-63  1.631660E-63  1.404360E-63  1.200134E-63  1.136719E-63  1.080609E-63
  8.844819E-64  9.065010E-64  7.534270E-64  5.970966E-64  5.679757E-64  5.038311E-64  4.313768E-64  4.206489E-64
  3.468166E-64  3.451797E-64  3.163007E-64  3.087003E-64  3.029090E-64  2.796072E-64  2.752452E-64  2.769448E-64
  2.306114E-64  2.475411E-64  2.451230E-64  2.303812E-64  2.220230E-64  2.247773E-64  2.886690E-64  3.173411E-64
  2.065100E-64  2.752060E-64  2.614748E-64  2.286861E-64  2.199402E-64  2.413654E-64  2.742785E-64  2.847800E-64
  2.241411E-64  2.981730E-64  2.880680E-64  2.339943E-64  2.286887E-64  2.394894E-64  2.449697E-64  2.498835E-64
  2.074388E-64  2.515974E-64  2.454588E-64  2.312631E-64  2.228070E-64  2.304668E-64  2.388439E-64  2.637034E-64
  2.579301E-64  2.635745E-64  2.658923E-64  2.854492E-64  2.657618E-64  2.751100E-64  2.892890E-64  3.067832E-64
  2.968113E-64  3.299241E-64  3.250637E-64  3.523028E-64  3.740905E-64  4.282329E-64  4.505365E-64  4.855444E-64
  0.279999999999998     
  9.439354E-32  9.606619E-33  2.923292E-32  3.179247E-32  5.299395E-32  5.446253E-32  4.101093E-32  3.386834E-32
  2.591444E-32  2.180155E-32  1.650524E-32  1.401411E-32  1.414032E-32  1.463175E-32  1.464056E-32  1.235100E-32
  1.150450E-32  1.046092E-32  8.140345E-33  5.769054E-33  4.356629E-33  3.167908E-33  1.922494E-33  1.231557E-33
  7.229894E-34  4.336051E-34  2.349188E-34  1.144990E-34  5.684696E-35  2.526931E-35  1.173828E-35  4.923596E-36
  1.980407E-36  7.814181E-37  2.924614E-37  9.660609E-38  3.348272E-38  1.033773E-38  3.132338E-39  8.719181E-40
  2.400719E-40  6.019290E-41  1.362636E-41  3.022198E-42  6.048744E-43  1.213096E-43  2.181711E-44  4.311082E-45
  8.151736E-46  1.695752E-46  3.962098E-47  1.088890E-47  3.630388E-48  1.297341E-48  5.058351E-49  2.137008E-49
  9.579951E-50  4.539850E-50  2.153575E-50  1.067395E-50  5.713096E-51  2.992244E-51  1.656109E-51  8.854097E-52
  5.203156E-52  3.009598E-52  1.715457E-52  1.043139E-52  6.159942E-53  3.910893E-53  2.371460E-53  1.506456E-53
  9.803488E-54  6.241336E-54  4.151557E-54  2.661041E-54  1.795123E-54  1.214223E-54  8.089601E-55  5.572852E-55
  3.891745E-55  2.750171E-55  1.922100E-55  1.349179E-55  9.564558E-56  6.977265E-56  5.044857E-56  3.663198E-56
  2.684624E-56  1.995665E-56  1.498744E-56  1.098242E-56  8.319904E-57  6.280756E-57  4.802506E-57  3.676891E-57
  2.870269E-57  2.222892E-57  1.746822E-57  1.336784E-57  1.063172E-57  8.419834E-58  6.654213E-58  5.312794E-58
  4.194747E-58  3.489708E-58  2.753662E-58  2.243462E-58  1.839282E-58  1.531363E-58  1.241394E-58  1.032941E-58
  8.665622E-59  7.251803E-59  6.088501E-59  5.093618E-59  4.373278E-59  3.701851E-59  3.123979E-59  2.678295E-59
  2.338863E-59  2.017931E-59  1.755771E-59  1.539159E-59  1.337765E-59  1.203174E-59  1.041801E-59  9.293991E-60
  8.370053E-60  7.573072E-60  6.759270E-60  6.059222E-60  5.592503E-60  5.061562E-60  4.673266E-60  4.246732E-60
  3.968801E-60  3.717119E-60  3.418185E-60  3.197326E-60  3.010279E-60  2.815043E-60  2.665107E-60  2.471674E-60
  2.333219E-60  2.193346E-60  2.044086E-60  1.899554E-60  1.756086E-60  1.631218E-60  1.492983E-60  1.360988E-60
  1.244926E-60  1.132587E-60  1.024269E-60  9.063530E-61  8.084273E-61  7.140914E-61  6.166404E-61  5.305170E-61
  4.566753E-61  3.886981E-61  3.234789E-61  2.713566E-61  2.222153E-61  1.854805E-61  1.502679E-61  1.241502E-61
  1.014441E-61  8.273013E-62  6.818053E-62  5.483822E-62  4.512396E-62  3.703365E-62  3.046106E-62  2.469190E-62
  2.042462E-62  1.694720E-62  1.404715E-62  1.158089E-62  9.710690E-63  8.103331E-63  6.737159E-63  5.675078E-63
  4.764909E-63  4.137517E-63  3.501049E-63  3.103101E-63  2.694095E-63  2.307102E-63  2.226961E-63  2.166961E-63
  1.630714E-63  1.858225E-63  1.546374E-63  1.206132E-63  1.171986E-63  1.046268E-63  9.046603E-64  8.849486E-64
  7.483033E-64  7.341748E-64  6.811849E-64  6.663133E-64  6.641831E-64  5.996666E-64  6.064093E-64  6.175934E-64
  5.107561E-64  5.560063E-64  5.506551E-64  5.121198E-64  4.930042E-64  5.058222E-64  6.561095E-64  7.345852E-64
  4.671119E-64  6.196368E-64  6.024465E-64  5.220780E-64  5.255328E-64  5.479588E-64  6.315346E-64  6.561604E-64
  5.589006E-64  7.008867E-64  6.538370E-64  5.413416E-64  5.163697E-64  5.530113E-64  5.609416E-64  5.643018E-64
  4.794812E-64  5.795725E-64  5.678699E-64  5.304560E-64  5.061154E-64  5.228234E-64  5.524239E-64  6.022231E-64
  5.712147E-64  6.056647E-64  6.133835E-64  6.491995E-64  6.089150E-64  6.234445E-64  6.565754E-64  7.084038E-64
